created_at,id,text,text_clean,probability,sentiment,timestamp
2021-06-11T12:00:38.000Z,1403321270826110979,Stocks making the biggest moves in the premarket:  $SNOW $VRTX $CHWY $PLAY $RCL $BIIB $AMC $GME $CLOV $TSLA $AAL $ELY $GRUB $AMEH $LTHM $MNDY,Stocks making the biggest moves in the premarket: $SNOW $VRTX $CHWY $PLAY $RCL $BIIB $AMC $GME $CLOV $TSLA $AAL $ELY $GRUB $AMEH $LTHM $MNDY,0.9702558517456055,NEGATIVE,2021-06-11 12:00:38
2021-06-11T12:00:34.000Z,1403321257639227393,#Huntsville #Tesla parking meetup at Stone Age Korean BBQ https://t.co/1v5nFKRwv4,#Huntsville #Tesla parking meetup at Stone Age Korean BBQ ,0.6347926259040833,NEGATIVE,2021-06-11 12:00:34
2021-06-11T12:00:34.000Z,1403321256322109444,RT @elonmusk: @lexfridman Tesla engineering is awesome!,RT :  Tesla engineering is awesome!,0.99674391746521,POSITIVE,2021-06-11 12:00:34
2021-06-11T12:00:33.000Z,1403321252614479882,"All these years I have spent in the service of mankind brought me nothing, but insults and humiliation.
#Nikola_Tesla","All these years I have spent in the service of mankind brought me nothing, but insults and humiliation. #Nikola_Tesla",0.9411137700080872,NEGATIVE,2021-06-11 12:00:33
2021-06-11T12:00:33.000Z,1403321252564148227,"Two drivers arrested overnight for Stunt Driving on Nikola Tesla Blvd.

132km/h &amp; 148km/h in a 60km/h zone. 

Hamilton Police will continue to take a zero tolerance 🚫approach to Stunt Driving to protect the many responsible #HamOnt drivers on our roadways.
#ShareTheRoad https://t.co/eiewJfGm4w",Two drivers arrested overnight for Stunt Driving on Nikola Tesla Blvd. 132km/h &amp; 148km/h in a 60km/h zone. Hamilton Police will continue to take a zero tolerance 🚫approach to Stunt Driving to protect the many responsible #HamOnt drivers on our roadways. #ShareTheRoad ,0.7048566341400146,NEGATIVE,2021-06-11 12:00:33
2021-06-11T12:00:31.000Z,1403321244309549066,"RT @Reuters: Tesla delivered a high-performance version of its Model S, aiming to reignite interest in the nearly decade-old sedan and fend…","RT : Tesla delivered a high-performance version of its Model S, aiming to reignite interest in the nearly decade-old sedan and fend…",0.9928045868873596,POSITIVE,2021-06-11 12:00:31
2021-06-11T12:00:30.000Z,1403321239293288448,"RT @slye: *Tesla Plaid event concludes*

Elon: “Wait there’s one more thing.

Here’s the $25,000 Model 2.

Preorder today.

Deliveries begi…","RT : *Tesla Plaid event concludes* Elon: “Wait there’s one more thing. Here’s the $25,000 Model 2. Preorder today. Deliveries begi…",0.9989427924156189,NEGATIVE,2021-06-11 12:00:30
2021-06-11T12:00:29.000Z,1403321232813039628,RT @DMC_Ryan: Model S Plaid launch arguably felt even more intense from the backseat when I got a second test ride. I just laughed; I could…,RT : Model S Plaid launch arguably felt even more intense from the backseat when I got a second test ride. I just laughed; I could…,0.9390087127685547,POSITIVE,2021-06-11 12:00:29
2021-06-11T12:00:28.000Z,1403321232091611145,"RT @itsALLrisky: Tesla just built a car that goes 0-60 in 1.99 seconds, the Model S Plaid 

It’s hard not to be bullish on this company, an…","RT : Tesla just built a car that goes 0-60 in 1.99 seconds, the Model S Plaid It’s hard not to be bullish on this company, an…",0.6493622064590454,NEGATIVE,2021-06-11 12:00:28
2021-06-11T12:00:27.000Z,1403321225229787140,RT @Reuters: German environmental groups file objection against Tesla gigafactory permit https://t.co/yqEYBWeCl5 https://t.co/zKkoJvDzEj,RT : German environmental groups file objection against Tesla gigafactory permit  ,0.9977758526802063,NEGATIVE,2021-06-11 12:00:27
2021-06-11T12:00:26.000Z,1403321222419599363,🥳 Celebrate Webull’s 3rd Anniversary! Complete tasks to spin the #Webull Anniversary Wheel and get a chance to win a TESLA MODEL 3! 🎉 https://t.co/N9hySbAm18,🥳 Celebrate Webull’s 3rd Anniversary! Complete tasks to spin the #Webull Anniversary Wheel and get a chance to win a TESLA MODEL 3! 🎉 ,0.9997089505195618,POSITIVE,2021-06-11 12:00:26
2021-06-11T12:00:26.000Z,1403321220662284288,Tesla begins deliveries of its new Model S Plaid @CNBC https://t.co/H2jtVBZCSa,Tesla begins deliveries of its new Model S Plaid  ,0.6351076364517212,NEGATIVE,2021-06-11 12:00:26
2021-06-11T12:00:25.000Z,1403321218934116355,Tesla to the Moooooon👍🇨🇺,Tesla to the Moooooon👍🇨🇺,0.9672070741653442,POSITIVE,2021-06-11 12:00:25
2021-06-11T12:00:23.000Z,1403321208171597829,RT @garyblack00: @heydave7 Dave and I agree there should be clear business momentum for Board to approve a split. That’s why I expect it af…,RT :  Dave and I agree there should be clear business momentum for Board to approve a split. That’s why I expect it af…,0.7262097597122192,NEGATIVE,2021-06-11 12:00:23
2021-06-11T12:00:22.000Z,1403321203738218496,RT @CNET: Hitting 60 mph takes just 2 seconds in the Model S Plaid. https://t.co/xwiI2VuVIU,RT : Hitting 60 mph takes just 2 seconds in the Model S Plaid. ,0.7321196794509888,NEGATIVE,2021-06-11 12:00:22
2021-06-11T12:00:21.000Z,1403321200521011207,"RT @RepJayapal: Did you pay at least $1 in federal income taxes this year? CONGRATS, you paid more income taxes than Jeff Bezos did in 2017…","RT : Did you pay at least $1 in federal income taxes this year? CONGRATS, you paid more income taxes than Jeff Bezos did in 2017…",0.9650009870529175,NEGATIVE,2021-06-11 12:00:21
2021-06-11T12:00:17.000Z,1403321186004647937,"RT @ValaAfshar: Tesla Roadster is the quickest car in the world.

60 mph in 1.1 seconds
250 mph top speed
680 miles range 

https://t.co/T0…",RT : Tesla Roadster is the quickest car in the world. 60 mph in 1.1 seconds 250 mph top speed 680 miles range …,0.9997981190681458,POSITIVE,2021-06-11 12:00:17
2021-06-11T12:00:16.000Z,1403321182259232774,"RT @EddieDu5: By threatening to use legal means against critics, Tesla would follow an example set by Chinese technology companies includin…","RT : By threatening to use legal means against critics, Tesla would follow an example set by Chinese technology companies includin…",0.9921451210975647,NEGATIVE,2021-06-11 12:00:16
2021-06-11T12:00:16.000Z,1403321180254195716,🥳 Celebrate Webull’s 3rd Anniversary! Complete tasks to spin the #Webull Anniversary Wheel and get a chance to win a TESLA MODEL 3! 🎉 https://t.co/0OYxcwrdHW,🥳 Celebrate Webull’s 3rd Anniversary! Complete tasks to spin the #Webull Anniversary Wheel and get a chance to win a TESLA MODEL 3! 🎉 ,0.9997089505195618,POSITIVE,2021-06-11 12:00:16
2021-06-11T12:00:15.000Z,1403321177905537024,German environmental groups file objection against Tesla gigafactory permit https://t.co/yqEYBWeCl5 https://t.co/zKkoJvDzEj,German environmental groups file objection against Tesla gigafactory permit  ,0.989569902420044,NEGATIVE,2021-06-11 12:00:15
2021-06-11T12:00:15.000Z,1403321175464370181,South African Billionaire Magda Wierzycka Says Elon Musk Is Manipulating The Market For Her Own Interests https://t.co/L7TSAgg3JU,South African Billionaire Magda Wierzycka Says Elon Musk Is Manipulating The Market For Her Own Interests ,0.9166721701622009,NEGATIVE,2021-06-11 12:00:15
2021-06-11T12:00:14.000Z,1403321170993287171,"RT @stonkscheer: $pltr Not looking weak this morning.

$QQQ $spy $spx $ndx $iwm $tsla $pltr $aapl $amzn $twtr $fb $msft $nflx $crm $penn $r…",RT : $pltr Not looking weak this morning. $QQQ $spy $spx $ndx $iwm $tsla $pltr $aapl $amzn $twtr $fb $msft $nflx $crm $penn $r…,0.9654965996742249,POSITIVE,2021-06-11 12:00:14
2021-06-11T12:00:14.000Z,1403321170896867330,"RT @squawksquare: $TSLA Plaid faster and cheaper than..

1. 918 Spyder $950K
2. Lambo Huracan $290K
3. Bugatti $1-3 Million
4. McLaren P1…",RT : $TSLA Plaid faster and cheaper than.. 1. 918 Spyder $950K 2. Lambo Huracan $290K 3. Bugatti $1-3 Million 4. McLaren P1…,0.6221693754196167,POSITIVE,2021-06-11 12:00:14
2021-06-11T12:00:14.000Z,1403321170091520000,"RT @geoffkeighley: Live at Tesla event, @elonmusk is promising PS5-level performance in the Model S Plaid and showcasing Cyberpunk running…","RT : Live at Tesla event,  is promising PS5-level performance in the Model S Plaid and showcasing Cyberpunk running…",0.9997010231018066,POSITIVE,2021-06-11 12:00:14
2021-06-11T12:00:12.000Z,1403321164081020932,"German environmental groups have filed an official objection to a provisional permit from the Brandenburg environmental authority for the construction of a Tesla (TSLA.O) gigafactory near Berlin, the groups' lawyer said on Friday. https://t.co/JeKYHI7ELI","German environmental groups have filed an official objection to a provisional permit from the Brandenburg environmental authority for the construction of a Tesla (TSLA.O) gigafactory near Berlin, the groups' lawyer said on Friday. ",0.9856396913528442,NEGATIVE,2021-06-11 12:00:12
2021-06-11T12:00:11.000Z,1403321161220603912,"RT @Manic_Marge: “Physics is the law, everything else is a recommendation.” -@elonmusk #PlaidDay #Tesla https://t.co/9iOWoXmdAK","RT : “Physics is the law, everything else is a recommendation.” - #PlaidDay #Tesla ",0.9976935982704163,POSITIVE,2021-06-11 12:00:11
2021-06-11T12:00:11.000Z,1403321157474992132,RT @DMC_Ryan: Model S Plaid launch arguably felt even more intense from the backseat when I got a second test ride. I just laughed; I could…,RT : Model S Plaid launch arguably felt even more intense from the backseat when I got a second test ride. I just laughed; I could…,0.9390087127685547,POSITIVE,2021-06-11 12:00:11
2021-06-11T12:00:10.000Z,1403321156887777287,"Preview: 2021 Tesla Model S Plaid is world's quickest car, costs $131,190 https://t.co/NGjXZ2WKlC","Preview: 2021 Tesla Model S Plaid is world's quickest car, costs $131,190 ",0.5919855833053589,NEGATIVE,2021-06-11 12:00:10
2021-06-11T12:00:10.000Z,1403321154106904582,Always a fan of @Tesla. But the plaid is a game changer. Congrats to the whole team. Congrats @elonmusk.,Always a fan of Tesla. But the plaid is a game changer. Congrats to the whole team. Congrats .,0.9980983138084412,POSITIVE,2021-06-11 12:00:10
2021-06-11T12:00:09.000Z,1403321150642479105,"RT @guidaautonoma: #Tesla Expands Advanced Driver Assistance Systems (ADAS) Test Operator Team Worldwide

https://t.co/GhuESkD6km
#SelfDriv…",RT : #Tesla Expands Advanced Driver Assistance Systems (ADAS) Test Operator Team Worldwide  #SelfDriv…,0.9978930354118347,POSITIVE,2021-06-11 12:00:09
2021-06-11T12:00:08.000Z,1403321148268597252,"RT @WSJ: Tesla introduced a revamped high-end sedan, the Model S Plaid, in its latest attempt to jolt its luxury sales, after focusing on d…","RT : Tesla introduced a revamped high-end sedan, the Model S Plaid, in its latest attempt to jolt its luxury sales, after focusing on d…",0.9101285934448242,POSITIVE,2021-06-11 12:00:08
2021-06-11T12:00:08.000Z,1403321146309857280,RT @SawyerMerritt: Here is the new full refreshed Model S owners manual. It's 270 pages. It tells you essentially everything you want to kn…,RT : Here is the new full refreshed Model S owners manual. It's 270 pages. It tells you essentially everything you want to kn…,0.9924314022064209,POSITIVE,2021-06-11 12:00:08
2021-06-11T12:00:07.000Z,1403321141431767046,RT @conspiracyb0t: J.P. Morgan was Tesla's financial backer. He heard about his free wireless energy and shut him down.,RT : J.P. Morgan was Tesla's financial backer. He heard about his free wireless energy and shut him down.,0.9871428608894348,NEGATIVE,2021-06-11 12:00:07
2021-06-11T12:00:07.000Z,1403321141398315011,RT @CryptosR_Us: ELON MUSK'S SECRET PLAN TO HODL BITCOIN WITH TESLA https://t.co/aAqrdWwi2H,RT : ELON MUSK'S SECRET PLAN TO HODL BITCOIN WITH TESLA ,0.9974568486213684,POSITIVE,2021-06-11 12:00:07
2021-06-11T12:00:06.000Z,1403321140001579011,Get the Hair Spray for https://t.co/okWxACu8AS GET PAID listening to Rock Me To The Top by Tesla on Hair Metal  Its our #UMI #UniversalMusicIncome,Get the Hair Spray for  GET PAID listening to Rock Me To The Top by Tesla on Hair Metal Its our #UMI #UniversalMusicIncome,0.9545197486877441,NEGATIVE,2021-06-11 12:00:06
2021-06-11T12:00:04.000Z,1403321130539175942,RT @CryptosR_Us: Yup this was just added #tesla #bitcoin https://t.co/JIismB2RYm,RT : Yup this was just added #tesla #bitcoin ,0.9985731840133667,POSITIVE,2021-06-11 12:00:04
2021-06-11T12:00:02.000Z,1403321123073265665,RT @Erdayastronaut: I just went 0-60 MPH in about 2 seconds and 0-100 MPH in about 4 seconds with 4 people in the car 🤯 @Tesla just broke t…,RT : I just went 0-60 MPH in about 2 seconds and 0-100 MPH in about 4 seconds with 4 people in the car 🤯 Tesla just broke t…,0.9999303817749023,NEGATIVE,2021-06-11 12:00:02
2021-06-11T12:00:01.000Z,1403321116786036737,"Good morning from Sunny San Francisco! Another successful mobile charge by our Field Technician, Jason. 
Book your ChargeUp today for just $25 a month!

#EVChargeDelivery #EVs #MobileEVCharging #EVCharger #EVCharging #Tesla #EMobility https://t.co/PQ8fbChg1H","Good morning from Sunny San Francisco! Another successful mobile charge by our Field Technician, Jason. Book your ChargeUp today for just $25 a month! #EVChargeDelivery #EVs #MobileEVCharging #EVCharger #EVCharging #Tesla #EMobility ",0.9975628852844238,POSITIVE,2021-06-11 12:00:01
2021-06-11T12:00:00.000Z,1403321113648668675,"GME and AMC potentially being added to the Russell 1000 June 25th will increase IV for both stocks. Lots of buying pressure, fund managers will need to buy these stock for their ETFs. A similar event took place on December 18 for TSLA.","GME and AMC potentially being added to the Russell 1000 June 25th will increase IV for both stocks. Lots of buying pressure, fund managers will need to buy these stock for their ETFs. A similar event took place on December 18 for TSLA.",0.9795630574226379,NEGATIVE,2021-06-11 12:00:00
2021-06-11T12:00:00.000Z,1403321113212456962,"Tesla’s Helios stands still. An unbound utopia for scientific research where nothing is as it seems.

Save 60% on #CloseToTheSun at Wired Publisher Steam Sale! 

🚢 https://t.co/OJBG6bZgcs https://t.co/mwrjxs1q8k",Tesla’s Helios stands still. An unbound utopia for scientific research where nothing is as it seems. Save 60% on #CloseToTheSun at Wired Publisher Steam Sale! 🚢  ,0.9646726250648499,NEGATIVE,2021-06-11 12:00:00
2021-06-11T12:00:00.000Z,1403321112239378432,"Ford F-150 Lightning Exceeds 100,000 Reservations! There is plenty of customer interest in electric pickup trucks! $F $TSLA #EVs #F150Lightning 
https://t.co/xSgR0pEvRB","Ford F-150 Lightning Exceeds 100,000 Reservations! There is plenty of customer interest in electric pickup trucks! $F $TSLA #EVs #F150Lightning ",0.9962918758392334,POSITIVE,2021-06-11 12:00:00
2021-06-11T11:59:59.000Z,1403321110905737217,"Tesla Model S Plaid with ‘practically alien’ tech unleashed: 1000 hp, lowest drag coefficient, and PS5-level gaming | TESLARATI https://t.co/nSb5uQbozs","Tesla Model S Plaid with ‘practically alien’ tech unleashed: 1000 hp, lowest drag coefficient, and PS5-level gaming | TESLARATI ",0.9551888704299927,POSITIVE,2021-06-11 11:59:59
2021-06-11T11:59:59.000Z,1403321110419193857,🥳 Celebrate Webull’s 3rd Anniversary! Complete tasks to spin the #Webull Anniversary Wheel and get a chance to win a TESLA MODEL 3! 🎉 https://t.co/kIoukiJdTY,🥳 Celebrate Webull’s 3rd Anniversary! Complete tasks to spin the #Webull Anniversary Wheel and get a chance to win a TESLA MODEL 3! 🎉 ,0.9997089505195618,POSITIVE,2021-06-11 11:59:59
2021-06-11T11:59:59.000Z,1403321108607246339,"RT @ssaurel: Great news.

#Bitcoin doest not need Elon Musk.",RT : Great news. #Bitcoin doest not need Elon Musk.,0.9938972592353821,POSITIVE,2021-06-11 11:59:59
2021-06-11T11:59:59.000Z,1403321108057690112,"RT @DanPriceSeattle: Jeff Bezos (world's richest person) paid no federal taxes in two years
Amazon received $3.3 billion in taxpayer subsid…",RT : Jeff Bezos (world's richest person) paid no federal taxes in two years Amazon received $3.3 billion in taxpayer subsid…,0.933225691318512,NEGATIVE,2021-06-11 11:59:59
2021-06-11T11:59:58.000Z,1403321105977335813,Tesla Boy - Liberating Soul (Original Mix),Tesla Boy - Liberating Soul (Original Mix),0.999915361404419,POSITIVE,2021-06-11 11:59:58
2021-06-11T11:59:58.000Z,1403321105650171904,"RT @DanPriceSeattle: Jeff Bezos (world's richest person) paid no federal taxes in two years
Amazon received $3.3 billion in taxpayer subsid…",RT : Jeff Bezos (world's richest person) paid no federal taxes in two years Amazon received $3.3 billion in taxpayer subsid…,0.933225691318512,NEGATIVE,2021-06-11 11:59:58
2021-06-11T11:59:57.000Z,1403321102487605248,RT @MktsInsider: The Bitcoin Mining Council kicks off with MicroStrategy's boss at the helm — but Elon Musk isn't part of the group https:/…,RT : The Bitcoin Mining Council kicks off with MicroStrategy's boss at the helm — but Elon Musk isn't part of the group https:/…,0.9991424083709717,NEGATIVE,2021-06-11 11:59:57
2021-06-11T11:59:57.000Z,1403321102445670400,"All people just wants so much Power as Elon Musk influences the Social Media.

Whatever this man touches becomes gold. #midastouch 

#clubhouse #bitcoin #signal #tesla #ElonMusk #spacex",All people just wants so much Power as Elon Musk influences the Social Media. Whatever this man touches becomes gold. #midastouch #clubhouse #bitcoin #signal #tesla #ElonMusk #spacex,0.998741090297699,POSITIVE,2021-06-11 11:59:57
2021-06-11T11:59:57.000Z,1403321101623627776,@1stMarsColonist @Krishell1985 @DimaZeniuk @elonmusk @Tesla @EvaFoxU @Kristennetten @dami_kolz @AustinTeslaClub @28delayslater @melaniemadri @Nikola_Truth @Model3Owners Sorry i am not a car guy but why would the EU regulate it lol?,    Tesla         Sorry i am not a car guy but why would the EU regulate it lol?,0.5843545198440552,NEGATIVE,2021-06-11 11:59:57
2021-06-11T11:59:56.000Z,1403321097270009858,@Ali_Tesla585 @Tesla @elonmusk The Bugatti is faster and handles a million times better than your electric Camry. If you want to simply drag race in either of these cars than your just a moron., Tesla  The Bugatti is faster and handles a million times better than your electric Camry. If you want to simply drag race in either of these cars than your just a moron.,0.9179356098175049,POSITIVE,2021-06-11 11:59:56
2021-06-11T11:59:53.000Z,1403321085886484482,"RT @NeverElon: $NVRE NeverElon Presales Event Launched

Dear NeverElonaire, it's time to show Elon Musk what we are capable of! Join NeverE…","RT : $NVRE NeverElon Presales Event Launched Dear NeverElonaire, it's time to show Elon Musk what we are capable of! Join NeverE…",0.5262539386749268,POSITIVE,2021-06-11 11:59:53
2021-06-11T11:59:52.000Z,1403321081310687232,"@tesla_raj @elonmusk Elon. First of all: 
#payyourtax",  Elon. First of all: #payyourtax,0.5744511485099792,POSITIVE,2021-06-11 11:59:52
2021-06-11T11:59:51.000Z,1403321076696899584,RT @EmmetPeppers: First tesla Plaid launch https://t.co/MLgWTKYN5T,RT : First tesla Plaid launch ,0.982586681842804,POSITIVE,2021-06-11 11:59:51
2021-06-11T11:59:50.000Z,1403321069268881413,"RT @TaylorOgan: The quickest time I could find from the videos posted of Plaid rides last night was this one. 

$TSLA Model S Plaid: 0-60 m…",RT : The quickest time I could find from the videos posted of Plaid rides last night was this one. $TSLA Model S Plaid: 0-60 m…,0.9938499331474304,NEGATIVE,2021-06-11 11:59:50
2021-06-11T11:59:49.000Z,1403321067792482305,@elonmusk @lexfridman But will Tesla Model 3 be affordable for teachers soon? :D,  But will Tesla Model 3 be affordable for teachers soon? :D,0.514417827129364,NEGATIVE,2021-06-11 11:59:49
2021-06-11T11:59:49.000Z,1403321067658219524,"RT @BackpackerFI: My top 10 positions right now:

$NVDA
$TSLA
$SQ
$SHOP
$SE
$PINS
$RDFN
$EXAS
$ABNB
$U",RT : My top 10 positions right now: $NVDA $TSLA $SQ $SHOP $SE $PINS $RDFN $EXAS $ABNB $U,0.9951666593551636,POSITIVE,2021-06-11 11:59:49
2021-06-11T11:59:44.000Z,1403321045646520321,@elonmusk Waiting to see Chinese copies of tesla to buy ., Waiting to see Chinese copies of tesla to buy .,0.8645398616790771,POSITIVE,2021-06-11 11:59:44
2021-06-11T11:59:43.000Z,1403321043104591877,"RT @PPathole: You can actually play Cyberpunk 2077 in a Tesla Model S. That's insane 🤯 @elonmusk 

https://t.co/Q0Huf0nm0z",RT : You can actually play Cyberpunk 2077 in a Tesla Model S. That's insane 🤯  ,0.6546339988708496,POSITIVE,2021-06-11 11:59:43
2021-06-11T11:59:42.000Z,1403321038168018949,"RT @squawksquare: $TSLA Plaid faster and cheaper than..

1. 918 Spyder $950K
2. Lambo Huracan $290K
3. Bugatti $1-3 Million
4. McLaren P1…",RT : $TSLA Plaid faster and cheaper than.. 1. 918 Spyder $950K 2. Lambo Huracan $290K 3. Bugatti $1-3 Million 4. McLaren P1…,0.6221693754196167,POSITIVE,2021-06-11 11:59:42
2021-06-11T11:59:42.000Z,1403321036595253257,RT @ih82tweetdood: Elon Musk spent billions of dollars to make a car that catches on fire sometimes,RT : Elon Musk spent billions of dollars to make a car that catches on fire sometimes,0.976626455783844,NEGATIVE,2021-06-11 11:59:42
2021-06-11T11:59:40.000Z,1403321030349840386,"@Reuters In the Chinese market, Tesla has basically turned its nose up at Tesla's highly problematic cars"," In the Chinese market, Tesla has basically turned its nose up at Tesla's highly problematic cars",0.9986000657081604,NEGATIVE,2021-06-11 11:59:40
2021-06-11T11:59:40.000Z,1403321027896152069,RT @welovedogecoin1: We have been accepting #dogecoin  for a long time ....so #Tesla has no other choice .... SORRY ...welcome to the best…,RT : We have been accepting #dogecoin for a long time ....so #Tesla has no other choice .... SORRY ...welcome to the best…,0.8606712222099304,POSITIVE,2021-06-11 11:59:40
2021-06-11T11:59:39.000Z,1403321026675630081,@MilMileBattery @tesla_raj @Tesla @elonmusk What! Now I just want one of those controllers for my Y,  Tesla  What! Now I just want one of those controllers for my Y,0.9998520612716675,POSITIVE,2021-06-11 11:59:39
2021-06-11T11:59:37.000Z,1403321016160591873,@ConCaracal I too will table a bill for Elon Musk to make me CEO of Tesla, I too will table a bill for Elon Musk to make me CEO of Tesla,0.8103245496749878,POSITIVE,2021-06-11 11:59:37
2021-06-11T11:59:35.000Z,1403321009806233603,"@CelticGuy99 @GetteLynne @atrupar And the big buyers right now are actually private companies and governments … LOL.. Tesla, Microstrategy, El Salvador, Bulgaria…. All the worlds best criminals are buying!!!","   And the big buyers right now are actually private companies and governments … LOL.. Tesla, Microstrategy, El Salvador, Bulgaria…. All the worlds best criminals are buying!!!",0.8841181993484497,POSITIVE,2021-06-11 11:59:35
2021-06-11T11:59:35.000Z,1403321009470533636,RT @squawksquare: Breaking: Goldman Sachs reiterates Buy rating on $TSLA after Plaid event.,RT : Breaking: Goldman Sachs reiterates Buy rating on $TSLA after Plaid event.,0.9991748929023743,NEGATIVE,2021-06-11 11:59:35
2021-06-11T11:59:34.000Z,1403321003128676356,@TeslaOwnersNBay @Tesla @elonmusk Easily the coolest CEO. And thanks for listening to customers https://t.co/GfUpaWSApj, Tesla  Easily the coolest CEO. And thanks for listening to customers ,0.9921926856040955,POSITIVE,2021-06-11 11:59:34
2021-06-11T11:59:34.000Z,1403321002474409993,@fake_patrakar 😂.. usko mars pe le jao na.. Elon musk wud like it, 😂.. usko mars pe le jao na.. Elon musk wud like it,0.9951431751251221,POSITIVE,2021-06-11 11:59:34
2021-06-11T11:59:33.000Z,1403320998879973376,RT @Erdayastronaut: I just went 0-60 MPH in about 2 seconds and 0-100 MPH in about 4 seconds with 4 people in the car 🤯 @Tesla just broke t…,RT : I just went 0-60 MPH in about 2 seconds and 0-100 MPH in about 4 seconds with 4 people in the car 🤯 Tesla just broke t…,0.9999303817749023,NEGATIVE,2021-06-11 11:59:33
2021-06-11T11:59:33.000Z,1403320998599004162,RT @business: Elon Musk Controls Bitcoin and Dogecoin Prices With Pure Magic.,RT : Elon Musk Controls Bitcoin and Dogecoin Prices With Pure Magic.,0.9993581175804138,POSITIVE,2021-06-11 11:59:33
2021-06-11T11:59:31.000Z,1403320991741272065,$TSLA nice bounce on the 600 level yesterday . If we can push higher today i have price targets at 626 then 649. A move under the 21 ma we can see 572 https://t.co/UgAqbNsG9H,$TSLA nice bounce on the 600 level yesterday . If we can push higher today i have price targets at 626 then 649. A move under the 21 ma we can see 572 ,0.899071991443634,NEGATIVE,2021-06-11 11:59:31
2021-06-11T11:59:31.000Z,1403320989518336003,"#dogearmy #WeLoveYouElon #doge #dogecoin #Tesla #SpaceX #dogetothemoon

#ElonMusk  - Please keep the ""Technoking of Tesla &amp; Imperator of Mars"" in your twitter profile back to it was please . This suites you. We feel it. @elonmusk

We dont like the blank one. The one it is right. https://t.co/Du6Z6nfDP3","#dogearmy #WeLoveYouElon #doge #dogecoin #Tesla #SpaceX #dogetothemoon #ElonMusk - Please keep the ""Technoking of Tesla &amp; Imperator of Mars"" in your twitter profile back to it was please . This suites you. We feel it.  We dont like the blank one. The one it is right. ",0.9996486902236938,POSITIVE,2021-06-11 11:59:31
2021-06-11T11:59:30.000Z,1403320988826284033,"RT @DW3p4c: #WallStreetBets 24 Hour Sentiment (PreMarket)👀 @OpenOutcrier

$BB $CLOV $CLNE #WSB Pledge Class👑
$MT OG Steel #Memestock Back b…",RT : #WallStreetBets 24 Hour Sentiment (PreMarket)👀  $BB $CLOV $CLNE #WSB Pledge Class👑 $MT OG Steel #Memestock Back b…,0.9839125275611877,NEGATIVE,2021-06-11 11:59:30
2021-06-11T11:59:28.000Z,1403320980458647553,"RT @_sup3rrnova: Yes, i’m the tesla girl https://t.co/y5EEDE8TqK","RT : Yes, i’m the tesla girl ",0.9988371729850769,POSITIVE,2021-06-11 11:59:28
2021-06-11T11:59:28.000Z,1403320978340466688,"RT @DimaZeniuk: Blow up the internet today Model S Plaid!!!!!🚀🔋

0-60mph:🚗............... 1.99sec.

@elonmusk @Tesla https://t.co/7sbG5kBce2",RT : Blow up the internet today Model S Plaid!!!!!🚀🔋 0-60mph:🚗............... 1.99sec.  Tesla ,0.999935507774353,NEGATIVE,2021-06-11 11:59:28
2021-06-11T11:59:28.000Z,1403320978264842243,@moosolwheehwa Okay now we have to buy that woman a tesla cause if she can’t drive then let the car drive itself, Okay now we have to buy that woman a tesla cause if she can’t drive then let the car drive itself,0.9819124937057495,NEGATIVE,2021-06-11 11:59:28
2021-06-11T11:59:27.000Z,1403320976453013506,"RT @AltcoinDailyio: Breaking: Elon Musk Will Have ‘No Role’ in #Bitcoin Mining Council

https://t.co/eJseuMYiHV",RT : Breaking: Elon Musk Will Have ‘No Role’ in #Bitcoin Mining Council ,0.9994751811027527,NEGATIVE,2021-06-11 11:59:27
2021-06-11T11:59:21.000Z,1403320948980334595,"RT @TaylorOgan: The quickest time I could find from the videos posted of Plaid rides last night was this one. 

$TSLA Model S Plaid: 0-60 m…",RT : The quickest time I could find from the videos posted of Plaid rides last night was this one. $TSLA Model S Plaid: 0-60 m…,0.9938499331474304,NEGATIVE,2021-06-11 11:59:21
2021-06-11T11:59:20.000Z,1403320947046858752,"RT @TeslaPodcast: Congrats @Tesla for delivering the first ever production vehicle with a 0-60 time under 2 seconds!

Oh and it has seating…",RT : Congrats Tesla for delivering the first ever production vehicle with a 0-60 time under 2 seconds! Oh and it has seating…,0.9992733597755432,POSITIVE,2021-06-11 11:59:20
2021-06-11T11:59:20.000Z,1403320945427767296,RT @EliBurton_: Wow the Tesla Plaid Model S IS SOOOOO FAST!!! 🤯 @elonmusk https://t.co/sAw7HCCrTq https://t.co/GN0AIW1l1a,RT : Wow the Tesla Plaid Model S IS SOOOOO FAST!!! 🤯   ,0.9896460175514221,POSITIVE,2021-06-11 11:59:20
2021-06-11T11:59:20.000Z,1403320945134145544,@Monkster_I Or buy $TSLA and eventually fund your Tesla, Or buy $TSLA and eventually fund your Tesla,0.8669700622558594,NEGATIVE,2021-06-11 11:59:20
2021-06-11T11:59:17.000Z,1403320933142741004,RT @CNET: Hitting 60 mph takes just 2 seconds in the Model S Plaid. https://t.co/xwiI2VuVIU,RT : Hitting 60 mph takes just 2 seconds in the Model S Plaid. ,0.7321196794509888,NEGATIVE,2021-06-11 11:59:17
